speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Durio carinatus,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio dulcis,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio graveolens,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio kutejensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio lanceolatus,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio lowianus,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio macrophyllus,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio malaccensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio oblongus,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio oxleyanus,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio singaporensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio testudinarius,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio wyatt-smithii,,,,,,,tree/woody,,,,,,W,,,,,,,
Durio zibethinus,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus abdita,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus acaciiformis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus accedens,,,,,,,tree,,,,,,W,,,,,,,diffuse-porous
Eucalyptus acies,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus acmenoides,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus aenea,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus aequioperta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus agglomerata,,,,,,,tree/woody,,,,>100,,woody,,,,,,,
Eucalyptus aggregata,,,,,,,tree/woody,,,,>100,,W,,,,,,,
Eucalyptus alba,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus albens,,,,,,,tree,,,,100.0,,woody,,,,,,,
Eucalyptus albida,,,,,,,tree,,,,,,W,,,,,,,diffuse-porous
Eucalyptus albopurpurea,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus alipes,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus alligatrix,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus alpina,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus amplifolia,,,,,,,tree / shrub,,,,perennial,,W,,,,,,,
Eucalyptus amygdalina,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus ancophila,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus andrewsii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus angophoroides,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus angulosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus angustissima,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus annulata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus apiculata,,,,,,,tree / shrub,,,,100.0,,W,,,,,,,
Eucalyptus apodophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus apothalassica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus approximans,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus aquilina,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus arachnaea,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus archeri,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus arenacea,,,,,,,tree/woody,,,,perennial,,W,,,,,,,
Eucalyptus argillacea,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus argophloia,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus aromaphloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus aspersa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus aspratilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus astringens,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus atrata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus badjensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus baeuerlenii,,,,,,,tree/woody,,,,>100,,W,,,,,,,
Eucalyptus baileyana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus bakeri,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus bancroftii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus banksii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus barberi,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus baueriana,,,,,,,tree,,,,>200,,W,,,,,,,
Eucalyptus baxteri,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus beardiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus behriana,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus bensonii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus benthamii,,,,,,,tree/woody,,,,>250,,W,,,,,,,
Eucalyptus beyeri,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus bicolor,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus bicostata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus bigalerita,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus blakelyi,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus blaxlandi,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus bosistoana,,,,,,,tree/woody,,,,>100,,woody,,,,,,,
Eucalyptus botryoides,,,,,,,tree,,,,600.0,,woody,,,,,,,
Eucalyptus brachyandra,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus brachycalyx,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus brassiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus brevifolia,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus brockwayi,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus brookeriana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus brownii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus brunnea,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus buprestium,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus burdettiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus burgessiana,,,,,,,tree / shrub,,,,100.0,,woody,,,,,,,
Eucalyptus burracoppinensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus caesia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus calcicola,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus caleyi,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus caliginosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus calycogona,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus camaldulensis,,,,,,,tree,,,,perennial > 20 years,,woody,,,,all seed immediately viable,,,diffuse-porous
Eucalyptus cambageana,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus cameronii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus camfieldii,,,,,,,tree/woody,,,,>100,,W,,,,,,,
Eucalyptus campanulata,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus campaspe,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus camphora,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus canaliculata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus canobolensis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus capillosa,,,,,,,tree,,,,,,W,,,,,,,diffuse-porous
Eucalyptus capitellata,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus carnea,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus carnei,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus castrensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus celastroides,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cephalocarpa,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus cerasiformis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus ceratocorys,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus cernua,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus chapmaniana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus chloroclada,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus cinerea,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus cladocalyx,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus clivicola,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cloeziana,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus cneorifolia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus coccifera,,,,,,,tree,,,,,,woody,,,,,,,diffuse
Eucalyptus codonocarpa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus comitae-vallis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus concinna,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus conferruminata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus confluens,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus conglobata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus conglomerata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus conica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus consideniana,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus conspicua,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cooperiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cornuta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus coronata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus corrugata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus corticosa,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus cosmophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus crebra,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus crenulata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus creta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cretata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus croajingolensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus crucis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cullenii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cunninghamii,,,,,,,tree/woody,,,,100.0,,W,,,,,,,
Eucalyptus cupularis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus curtisii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cyanophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cylindriflora,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cylindrocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus cypellocarpa,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus dalrympleana,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus dawsonii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus dealbata,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus deanei,,,,,,,tree,,,,300.0,,W,,,,,,,
Eucalyptus decipiens,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus decorticans,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus deflexa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus deglupta,,,,,,,tree,,,,perennial,,woody,,,,,,,
Eucalyptus delegatensis,,,,,,,tree / shrub,,,,400.0,,Woody,,,,,,,
Eucalyptus dendromorpha,,,,,,,tree,,,,100.0,,W,,,,,,,
Eucalyptus denticulata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus desmondensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus deuaensis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus dielsii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus diminuta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus diptera,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus discreta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus diversicolor,,,,,,,tree,,,,,,W,,,,,,,diffuse-porous
Eucalyptus diversifolia,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus dives,,,,,,,tree,,,,>100,,Woody,,,,,,,
Eucalyptus dolichocera,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus dolichorhyncha,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus doratoxylon,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus dorrigoensis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus drepanophylla,,,,,,,tree,,,,perennial,,W,,,,,,,
Eucalyptus dumosa,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,
Eucalyptus dundasii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus dura,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus dwyeri,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus ebbanoensis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus elliptica,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus erectifolia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus eremicola,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus eremophila,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus erythronema,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus eudesmioides,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus eugenioides,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus ewartiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus exigua,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus exilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus exserta,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus extensa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus extrica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus falcata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus falciformis,,,,,,,tree (t),,,,,,,,,,,,,
Eucalyptus fasciculosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus fastigata,,,,,,,tree/woody,,,,>100,,W,,,,,,,
Eucalyptus fergusonii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus fibrosa,,,,,,,tree,,,,>100,,W,,,,,,,
Eucalyptus flavida,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus flindersii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus flocktoniae,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus foecunda,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus foliosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus formanii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus forrestiana,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus fracta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus fraseri,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus fraxinoides,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus froggattii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus fulgens,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus fusiformis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus gardneri,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus georgei,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus gillii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus gittinsii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus glaucescens,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus glaucina,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus globulus,,,,,,,tree,,,,perennial,,woody,,,,,,,diffuse-porous
Eucalyptus glomerosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus gomphocephala,,,,,,,tree,,,,,,W,,,,,,,diffuse-porous
Eucalyptus gongylocarpa,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus goniantha,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus goniocalyx,,,,,,,tree,,,,perennial,,W,,,,,,,
Eucalyptus gracilis,,,,,,,tree,,,,perennial,,woody,,,,,,,
Eucalyptus grandis,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,diffuse-porous
Eucalyptus gregsoniana,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus griffithsii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus grossa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus guilfoylei,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus gunnii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus gypsophila,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus haemastoma,,,,,,,tree,,,,300.0,,woody,,,,,,,
Eucalyptus hallii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus halophila,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus helidonica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus herbertiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus histophylla,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus horistes,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus houseana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus howittiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus hypostomatica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus ignorabilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus imitans,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus imlayensis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus incerata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus incrassata,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus insularis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus interstans,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus intertexta,,,,,,,tree,,,,perennial > 20 years,,woody,,,,all seed immediately viable,,,
Eucalyptus jacksonii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus jensenii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus jimberlanica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus johnstonii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus jucunda,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus jutsonii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus kartzoffiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus kingsmillii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus kitsoniana,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus kochii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus kondininensis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus kruseana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus kybeanensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus lacrimans,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus laeliae,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus laevopinea,,,,,,,tree,,,,>100,,Woody,,,,,,,
Eucalyptus langleyi,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus lansdowneana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus largeana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus latens,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus latisinensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus lehmannii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus leprophloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus leptocalyx,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus leptophleba,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus leptophylla,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus leptopoda,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus lesouefii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus leucophloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus leucophylla,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus leucoxylon,,,,,,,tree,,,,perennial,,woody,,,,,,,
Eucalyptus ligulata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus ligustrina,,,,,,,tree/woody,,,,100.0,,W,,,,,,,
Eucalyptus lirata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus litoralis,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus litorea,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus livida,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus lockyeri,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus longicornis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus longifolia,,,,,,,tree/woody,,,,>100,,W,,,,,,,
Eucalyptus longirostrata,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus longissima,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus loxophleba,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus lucasii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus luehmanniana,,,,,,,tree/woody,,,,100.0,,W,,,,,,,
Eucalyptus macarthurii,,,,,,,tree/woody,,,,>100,,W,,,,,,,
Eucalyptus macrocarpa,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus macrorhyncha,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus magnificata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus maidenii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus major,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus malacoxylon,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus mannensis,,,,,,,tree,,,,,,woody,,,,,,,
Eucalyptus mannifera,,,,,,,tree,,,,,,Woody,,,,,,,
Eucalyptus marginata,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Eucalyptus mckieana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus megacarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus megacornuta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus melanoleuca,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus melanophitra,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus melanophloia,,,,,,,tree,,,,perennial,,W,,,,,,,
Eucalyptus melanoxylon,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus melliodora,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus merrickiae,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus michaeliana,,,,,,,tree/woody,,,,250.0,,W,,,,,,,
Eucalyptus micranthera,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus microcarpa,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus microcodon,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus microcorys,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus microneura,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus microtheca,,,,,,,tree,,,,perennial > 20 years,,woody,,,,all seed immediately viable,,,
Eucalyptus mimica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus miniata,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Eucalyptus misella,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus mitchelliana,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus moluccana,,,,,,,tree/woody,,,,>100,,woody,,,,,,,
Eucalyptus morrisii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus muelleriana,,,,,,,tree,,,,>100,,Woody,,,,,,,
Eucalyptus multicaulis,,,,,,,tree/woody,,,,100.0,,W,,,,,,,
Eucalyptus myriadena,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus nandewarica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus neglecta,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus neutra,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus newbeyi,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus nicholii,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus nitens,,,,,,,tree,,,,perennial,,W,,,,,,,
Eucalyptus nitida,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus nobilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus normantonensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus nortonii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus notabilis,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus nova-anglica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus nubila,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus nutans,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus obliqua,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus oblonga,,,,,,,tree,,,,>100,,woody,,,,,,,
Eucalyptus obtusiflora,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus occidentalis,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus ochrophloia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus odontocarpa,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus odorata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus oldfieldii,,,,,,,tree,,,,,,W,,,,,,,
Eucalyptus oleosa,,,,,,,tree,,,,perennial,,W,,,,,,,
Eucalyptus olida,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus oligantha,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus olsenii,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus ophitica,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus oraria,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus orbifolia,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus oreades,,,,,,,tree/woody,,,,150.0,,W,,,,,,,
Eucalyptus orgadophila,,,,,,,tree/woody,,,,,,woody,,,,,,,
Eucalyptus ornata,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus orthostemon,,,,,,,tree/woody,,,,,,W,,,,,,,
Eucalyptus ovata,,,,,,,tree,,,,,,W,,,,,,,
