speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Crataegus macrosperma,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus magniflora,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus marshallii,,,,,,,shrub/tree/woody,,,,,,woody,,,,,,,
Crataegus maximowiczii,,,,,,,Tree shrub intermediate,,,False,,,W,,,,,,,
Crataegus menandiana,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus mexicana,,,,,,,tree,,,,,,woody,,,,,,,
Crataegus meyeri,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus microphylla,,,,,,,shrub,,,,,,woody,,,,,,,
Crataegus mollis,,,,,,,tree,,,,perennial,,W,,,,,,,
Crataegus monogyna,weiß oder rot,hermaphroditic,,,pome,,tree / shrub,,2.0,,perennial,,3,,,,no,,epigeal,diffuse-porous
Crataegus munda,,,,,,,Shrub,,,,,,,,,,,,,
Crataegus nananixonii,,,,,,,Shrub,,,,,,,,,,,,,
Crataegus necopinata,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus nelsonii,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus neobushii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus nigra,,,,,,,Tree shrub intermediate,,,False,,,woody,,,,,,,
Crataegus nitida,,,,,,,tree,,,,,,W,,,,,,,
Crataegus nitidula,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus notha,,,,,,,Tree,,,,,,,,,,,,,
Crataegus okanaganensis,,,,,,,Shrub,,,,,,,,,,,,,
Crataegus okennonii,,,,,,,"Shrub, Tree",,,,,,,,,,,,,
Crataegus opaca,,,,,,,"Tree, Shrub",,,,,,woody,,,,,,,
Crataegus opulens,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus orbicularis,,,,,,,Tree,,,,,,,,,,,,,
Crataegus oresbia,,,,,,,shrub,,,,,,W,,,,,,,
Crataegus orientalis,,,,,,,woody,,,,,,woody,,,,,,,
Crataegus ouachitensis,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus padifolia,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus pallasii,,,,,,,Shrub,,,,,,woody,,,,,,,
Crataegus pamiroalaica,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus pearsonii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus pennsylvanica,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus pentagyna,,,,,,,Tree shrub intermediate,,,False,,,woody,,,,,,,
Crataegus pequotorum,,,,,,,Shrub,,,,,,,,,,,,,
Crataegus persimilis,,,,,,,"Tree, Shrub",,3.0,,,,,,,,,,,
Crataegus phaenopyrum,,,,,,,tree,,,False,perennial,,W,,,,,,,
Crataegus phippsii,,,,,,,"Shrub, Tree",,,,,,,,,,,,,
Crataegus pinnatifida,,,,,,,shrub,,,False,no,,woody,,,,,,,
Crataegus piperi,,,,,,,"Shrub, Tree",,,,,,,,,,,,,
Crataegus pisifera,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus pontica,,,,,,,woody,,,,,,,,,,,,,
Crataegus populnea,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus prona,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus pruinosa,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Crataegus pseudoazarolus,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus pseudoheterophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus pseudosanguinea,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus pulcherrima,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus punctata,,,,,,,tree,,,,perennial,,W,,,,,,,
Crataegus purpurella,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus putata,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus pycnoloba,,,,,,,Shrub,,,,,,W,,,,,,,
Crataegus ravida,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus remotilobata,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus reverchonii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus rhipidophylla,weiß,hermaphroditic,,,pome,,shrub/tree/woody,,2.0,,always pluriennial-pollakanthic,,woody,,,,,,,
Crataegus rivularis,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus rivuloadamensis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus rivulopugnensis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus rosei,,,,,,,Shrub/Tree,,,,,,,,,,,,,
Crataegus rubella,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus rubribracteolata,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus rubrinervis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus rufula,,,,,,,Tree,,,,,,,,,,,,,
Crataegus russanovii,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus sakranensis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus saligna,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus sanguinea,,,,,,,Shrub,,,False,,,woody,,,,,,,
Crataegus sargentii,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus scabrida,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus scabrifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus schizophylla,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus schuettei,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus senta,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus serratissima,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus shandongensis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus sheila-phippsiae,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus shensiensis,,,,,,,shrub,,,,,,W,,,,,,,
Crataegus shuswapensis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus silvestris,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus sinaica,,,,,,,shrub/tree,,,,,,W,,,,,,,
Crataegus songarica,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus spathulata,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus spatiosa,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus sphaenophylla,,,,,,,Shrub,,,,,,woody,,,,,,,
Crataegus spissa,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus stenosepala,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus submollis,,,,,,,Shrub/Tree intermediate,,,,,,woody,,,,,,,
Crataegus suborbiculata,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus succulenta,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Crataegus suksdorfii,,,,,,,"Tree, Shrub",,,,,,W,,,,,,,
Crataegus sulfurea,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus tanacetifolia,,,,,,,woody,,,,,,woody,,,,,,,
Crataegus tanuphylla,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus texana,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus theodori,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus thermopegaea,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus tianschanica,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus tinctoria,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus tracyi,,,,,,,Aquatic,,,,,,woody,,,,,,,
Crataegus triflora,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus turnerorum,,,,,,,Tree,,,,,,,,,,,,,
Crataegus uniflora,,,,,,,shrub,,,,perennial,,woody,,,,,,,
Crataegus ursopedensis,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus vailiae,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus venusta,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus viridis,,,,,,,Tree,,,,,,woody,,,,,,,
Crataegus warneri,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus wattiana,,,,,,,tree,,,,,,W,,,,,,,
Crataegus whitakeri,,,,,,,Free-standing,,,,,,,,,,,,,
Crataegus wilsonii,,,,,,,tree,,,,,,woody,,,,,,,
Crataegus wootoniana,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Crataegus xanthophylla,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Davidia involucrata,,,,,,,Tree,,,False,,,W,,,,,,,
Diospyros abyssinica,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros acapulcensis,,,,,,,Tree,,,,,,,,,,,,,
Diospyros acocksii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros aculeata,,,,,,,Free-standing,,,,,,W,,,,,,,
Diospyros adenophora,,,,,,,tree,,,,,,W,,,,,,,
Diospyros alboflavescens,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros amboinensis,,,,,,,woody,,,,,,W,,,,,,,
Diospyros analamerensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros andamanica,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros anisandra,,,,,,,trees,,,,,,woody,,,,,,,
Diospyros anisocalyx,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros anitae,,,,,,,shrub,,,,,,woody,,,,,,,
Diospyros anosivolensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros apiculata,,,,,,,tree,,,,,,W,,,,,,,
Diospyros areolata,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros argentea,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros armata,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros artanthifolia,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros aurea,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Diospyros australis,,,,,,,shrub,,,,50.0,,woody,,,,,,,
Diospyros balansae,,,,,,,,,,,,,W,,,,,,,
Diospyros balfouriana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros baloen-ldjoek,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Diospyros barberi,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros baroniana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros barteri,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros batocana,,,,,,,shrub,,,,,,woody,,,,,,,
Diospyros bejaudii,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros bemarivensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros bernieriana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros bezofensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros bipindensis,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros blancoi,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros boala,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros boivinii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros borbonica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Diospyros borneensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros bourdillonii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros brasiliensis,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros brassica,,,,,,,,,,,,,W,,,,,,,
Diospyros bumelioides,,,,,,,trees,,,,,,,,,,,,,
Diospyros burmanica,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros bussei,,,,,,,woody,,,,,,W,,,,,,,
Diospyros buxifolia,,,,,,,tree,,,,,,W,,,,,,,
Diospyros calciphila,,,,,,,,,,,,,W,,,,,,,
Diospyros caloneura,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros calophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros campanulata,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Diospyros canaliculata,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros candolleana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros capreifolia,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros carbonaria,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros caribaea,,,,,,,woody,,,,,,W,,,,,,,
Diospyros castanea,,,,,,,woody,,,,,,W,,,,,,,
Diospyros cathayensis,,,,,,,yes,,,,no,,W,,,,,,,
Diospyros cauliflora,,,,,,,tree,,,,Perennial,,W,,,,,,,
Diospyros cauligera,,,,,,,Tree,,,,,,,,,,,,,
Diospyros cavalcantei,,,,,,,Tree,,,,,,,,,,,,,
Diospyros cayennensis,,,,,,,A,,,,,,W,,,,,,,
Diospyros celebica,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros chamaethamnus,,,,,,,shrub,,,,,,woody,,,,,,,
Diospyros chloroxylon,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros chunii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros cinnabarina,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros cinnamomoides,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros clavigera,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros clusiifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros confertiflora,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros conocarpa,,,,,,,Tree,,,,,,woody,,,,,,,
Diospyros consolatae,,,,,,,herb,,,,,,woody,,,,,,,
Diospyros conzattii,,,,,,,Tree,,,,,,,,,,,,,
Diospyros cooperi,,,,,,,woody,,,,,,W,,,,,,,
Diospyros corallina,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros coursiana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros crassiflora,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros crumenata,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros cupulifera,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros curranii,,,,,,,T,,,,,,W,,,,,,,
Diospyros dalyom,,,,,,,Tree,,,,,,,,,,,,,
Diospyros danguyana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros decaryana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros dendo,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros densiflora,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros dichroa,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros dichrophylla,,,,,,,shrub,,,,,,woody,,,,,,,
Diospyros dicorypheoides,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros dictyoneura,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros diepenhorstii,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros discocalyx,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros diversilimba,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros dumetorum,,,,,,,tree,,,,,,W,,,,,,,
Diospyros ebenifera,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros ebenum,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros egleri,,,,,,,Tree,,,,,,,,,,,,,
Diospyros egrettarum,,,,,,,woody,,,,,,W,,,,,,,
Diospyros ehretioides,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros ekodul,,,,,,,tree,,,,,,W,,,,,,,
Diospyros elliotii,,,,,,,woody,,,,,,W,,,,,,,
Diospyros elliptifolia,,,,,,,tree,,,,,,W,,,,,,,
Diospyros eriantha,,,,,,,yes,,,,no,,W,,,,,,,
Diospyros erinacea,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros erythrosperma,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros esmereg,,,,,,,Tree,,,,,,,,,,,,,
Diospyros evena,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros fanjingshanica,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros fasciculosa,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros fengii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros ferrea,,,,,,,shrub,,,,,,W,,,,,,,
Diospyros ferruginescens,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros filipes,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros fischeri,,,,,,,woody,,,,,,W,,,,,,,
Diospyros flavocarpa,,,,,,,,,,,,,W,,,,,,,
Diospyros foliosa,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros forbesii,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros forrestii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros foxworthyi,,,,,,,T,,,,,,W,,,,,,,
Diospyros frutescens,,,,,,,woody,,,,,,W,,,,,,,
Diospyros fuscovelutina,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros fusiformis,,,,,,,T,,,,,,woody,,,,,,,
Diospyros gabunensis,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros galpinii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros geminata,,,,,,,,,,,,,W,,,,,,,
Diospyros ghatensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros gillespiei,,,,,,,,,,,,,W,,,,,,,
Diospyros glabra,,,,,,,woody,,,,,,W,,,,,,,
Diospyros glandulifera,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros glandulosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros glans,,,,,,,,,,,,,W,,,,,,,
Diospyros glaucophylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros gracilipes,,,,,,,woody,,,,,,W,,,,,,,
Diospyros greveana,,,,,,,woody,,,,,,W,,,,,,,
Diospyros grisebachii,,,,,,,Tree,,,,,,,,,,,,,
Diospyros guatterioides,,,,,,,Tree,,,,,,woody,,,,,,,
Diospyros guianensis,,,,,,,tree,,,,,,W,,,,,,,
Diospyros hainanensis,,,,,,,tree,,,,,,W,,,,,,,
Diospyros hallieri,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros haplostylis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros hasseltii,,,,,,,Tree,,,,perennial,,W,,,,,,,
Diospyros hassleri,,,,,,,Tree,,,,,,,,,,,,,
Diospyros hazomainty,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros hebecarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros hemicycloides,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Diospyros heterosepala,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros heterotricha,,,,,,,woody,,,,,,W,,,,,,,
Diospyros hexamera,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros hillebrandii,,,,,,,Tree,,,,,,,,,,,,,
Diospyros hirsuta,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros howii,,,,,,,tree,,,,,,W,,,,,,,
Diospyros hoyleana,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros humbertiana,,,,,,,woody,,,,,,W,,,,,,,
Diospyros implexicalyx,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros impolita,,,,,,,,,,,,,W,,,,,,,
Diospyros inconstans,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros inflata,,,,,,,tree,,,,,,W,,,,,,,
Diospyros inhacaensis,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros intricata,,,,,,,woody,,,,,,W,,,,,,,diffuse
Diospyros iturensis,,,,,,,,,,,,,W,,,,,,,
Diospyros japonica,,,,,,,Tree,,,,,,woody,,,,,,,
Diospyros johnstoniana,,,,,,,Tree,,,,,,,,,,,,,
Diospyros juruensis,,,,,,,Tree,,,,,,,,,,,,,
Diospyros kaki,,,,,,,shrub,,,False,perennial,,woody,,,,,,,
Diospyros kamerunensis,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros kerrii,,,,,,,Tree (evergreen),,,,,,,,,,,,,
Diospyros ketsensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros kintungensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros kirkii,,,,,0,,tree,,,,,,W,,,,,,,
Diospyros koeboeensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros korthalsiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros kotoensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros kurzii,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros labillardierei,,,,,,,,,,,,,W,,,,,,,
Diospyros lanceifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros lanceolata,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros latisepala,,,,,,,tree,,,,,,W,,,,,,,
Diospyros latispathulata,,,,,,,woody,,,,,,W,,,,,,,
Diospyros leucomelas,,,,,,,,,,,,,W,,,,,,,
Diospyros lissocarpoides,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros littorea,,,,,,,,,,,,,W,,,,,,,
Diospyros lokohensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros lolin,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros longibracteata,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros longistyla,,,,,,,Tree,,,,,,,,,,,,,
Diospyros lotus,,,,,,,shrub,,,False,no,,woody,,,,,,,
Diospyros loureiroana,,,,,,,Free-standing,,,,,,W,,,,,,,
Diospyros louvelii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros lycioides,,,,,,,shrub,,,,,,W,,,,,,,
Diospyros mabacea,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros maclurei,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros macrocarpa,,,,,,,,,,,,,W,,,,,,,
Diospyros macrophylla,,,,,,,T,,,,,,W,,,,,,,
Diospyros madecassa,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros mafiensis,,,,,,,shrub,,,,,,woody,,,,,,,
Diospyros maingayi,,,,,,,tree,,,,,,W,,,,,,,
Diospyros major,,,,,,,Free-standing,,,,,,W,,,,,,,
Diospyros malabarica,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros manampetsae,,,,,,,woody,,,,,,W,,,,,,,
Diospyros mangabensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros mangorensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros mannii,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros manu,,,,,,,Tree,,,,,,,,,,,,,
Diospyros mapingo,,,,,,,woody,,,,,,W,,,,,,,
Diospyros margaretae,,,,,,,,,,,,,W,,,,,,,
Diospyros maritima,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros marmorata,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros masoalensis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros matheriana,,,,,,,Tree,,,,,,,,,,,,,
Diospyros mcphersonii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros meeusiana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros melanida,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros melanoxylon,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros melocarpa,,,,,,,,,,,,,W,,,,,,,
Diospyros mespiliformis,,,,,0,,tree,,,,,,woody,,,,,,,
Diospyros metcalfii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros miaoshanica,,,,,,,no,,,,no,,,,,,,,,
Diospyros micrantha,,,,,,,trees,,,,,,,,,,,,,
Diospyros microrhombus,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros minahassae,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros mindanaensis,,,,,,,Tree,,,,,,W,,,,,,,diffuse-porous
Diospyros minimifolia,,,,,,,,,,,,,W,,,,,,,
Diospyros mollis,,,,,,,,,,,,,W,,,,,,,
Diospyros montana,,,,,,,Tree,,,,,,W,,,,,,,
Diospyros morrisiana,,,,,,,shrub,,,,no,,woody,,,,,,,
Diospyros mun,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros mweroensis,,,,,,,shrub,,,,,,woody,,,,,,,
Diospyros myriophylla,,,,,,,woody,,,,,,W,,,,,,,
Diospyros myrmecocarpa,,,,,,,Shrub,,,,,,,,,,,,,
Diospyros myrtifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros nanay,,,,,,,Tree,,,,,,,,,,,,,
Diospyros natalensis,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros nemorosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros nidiformis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros nigra,,,,,,,Tree,,,,,,,,,,,,,
Diospyros nigrocortex,,,,,,,no,,,,perennial,,,,,,,,,
Diospyros nilagirica,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros nodosa,,,,,,,,,,,,,W,,,,,,,
Diospyros nutans,,,,,,,tree,,,,,,W,,,,,,,
Diospyros oaxacana,,,,,,,Tree,,,,,,,,,,,,,
Diospyros obducta,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros oblonga,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros occlusa,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros olacinoides,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros oldhamii,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros oleifera,,,,,,,Free-standing,,,,,,W,,,,,,,
Diospyros oligantha,,,,,,,T,,,,,,,,,,,,,
Diospyros oliviformis,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros oocarpa,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros oubatchensis,,,,,,,,,,,,,W,,,,,,,
Diospyros ovalifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros pallens,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros palmeri,,,,,,,Tree,,,,,,woody,,,,,,,
Diospyros pancheri,,,,,,,,,,,,,W,,,,,,,
Diospyros panguana,,,,,,,Tree,,,,,,,,,,,,,
Diospyros paniculata,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros papuana,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros parifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros parviflora,,,,,,,T,,,,,,W,,,,,,,
Diospyros parvifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros penangiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros pendula,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros pentamera,,,,,,,tree,,,,,,woody,,,,,,,
Diospyros perfida,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros perglauca,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros perplexa,,,,,,,,,,,,,W,,,,,,,
Diospyros perreticulata,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros perrieri,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros pervilleana,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros pervillei,,,,,,,woody,,,,,,W,,,,,,,
Diospyros philippinensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Diospyros phlebodes,,,,,,,Free-standing,,,,,,W,,,,,,,
Diospyros physocalycina,,,,,,,Free-standing,,,,,,,,,,,,,
Diospyros piresii,,,,,,,Tree,,,,,,,,,,,,,
